age,workClass,education,educationNum,maritalStatus,occupation,race,sex,hoursPerWeek,nativeCountry,income
43,Private,HS-grad,9,Married,Exec-managerial,White,Male,50,United-States,>50K
35,Private,Bachelors,13,Single,Exec-managerial,White,Male,50,United-States,<=50K
51,Private,HS-grad,9,Married,Tech-support,White,Male,50,United-States,>50K
41,Private,HS-grad,9,Married,Exec-managerial,White,Male,40,United-States,>50K
38,Private,Some-college,10,Married,Adm-clerical,Brown,Female,40,United-States,<=50K
39,State-gov,HS-grad,9,Married,Adm-clerical,Brown,Female,20,United-States,<=50K
54,Private,10th,6,Married,Sales,White,Female,43,Italy,<=50K
62,Private,HS-grad,9,Single,Craft-repair,White,Male,40,United-States,<=50K
45,Private,Doctorate,16,Married,Exec-managerial,White,Male,60,United-States,<=50K
30,Private,HS-grad,9,Single,Exec-managerial,Black,Female,35,Jamaica,<=50K
32,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
23,Self-emp-not-inc,HS-grad,9,Married,Other-service,White,Female,40,United-States,<=50K
84,Local-gov,Assoc-voc,11,Devorced,Adm-clerical,White,Female,14,United-States,<=50K
46,Private,Bachelors,13,Single,Prof-specialty,White,Male,60,United-States,<=50K
67,Local-gov,Masters,14,Married,Adm-clerical,White,Female,40,United-States,<=50K
29,Private,Bachelors,13,Married,Prof-specialty,White,Male,40,United-States,>50K
33,Private,Assoc-voc,11,Single,Exec-managerial,White,Male,55,United-States,>50K
23,Private,Some-college,10,Married,Tech-support,White,Male,42,United-States,<=50K
63,?,HS-grad,9,Married,?,White,Male,55,United-States,>50K
55,?,HS-grad,9,Married,?,Black,Female,40,United-States,<=50K
42,State-gov,Prof-school,15,Married,Prof-specialty,White,Female,40,United-States,<=50K
17,Private,11th,7,Single,Other-service,Brown,Female,20,United-States,<=50K
60,Private,5th-6th,3,Married,Transport-moving,White,Male,40,United-States,<=50K
31,Private,12th,8,Married,Transport-moving,White,Male,40,United-States,<=50K
28,Private,7th-8th,4,Single,Adm-clerical,White,Male,40,Portugal,<=50K
31,Private,9th,5,Married,Handlers-cleaners,Black,Male,48,United-States,<=50K
65,?,Bachelors,13,Married,?,White,Male,40,United-States,>50K
31,Private,Bachelors,13,Single,Exec-managerial,White,Male,50,United-States,>50K
61,Private,HS-grad,9,Married,Handlers-cleaners,Black,Female,40,United-States,<=50K
43,State-gov,Prof-school,15,Married,Prof-specialty,White,Male,50,United-States,>50K
40,State-gov,Some-college,10,Single,Adm-clerical,Black,Female,49,United-States,<=50K
39,Private,HS-grad,9,Single,Exec-managerial,White,Male,40,United-States,<=50K
37,Local-gov,Some-college,10,Married,Adm-clerical,Black,Female,27,United-States,<=50K
47,Private,Some-college,10,Married,Craft-repair,Brown,Male,40,United-States,<=50K
45,Federal-gov,Some-college,10,Married,Transport-moving,White,Male,65,United-States,>50K
30,Private,HS-grad,9,Married,Craft-repair,White,Male,60,United-States,<=50K
30,Self-emp-not-inc,Prof-school,15,Single,Prof-specialty,White,Male,40,United-States,<=50K
49,Private,Some-college,10,Married,Prof-specialty,White,Male,44,United-States,>50K
51,Local-gov,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,>50K
31,Private,Bachelors,13,Single,Prof-specialty,White,Female,72,United-States,>50K
48,Self-emp-inc,Bachelors,13,Married,Exec-managerial,White,Female,25,United-States,>50K
20,Private,Some-college,10,Single,Adm-clerical,Brown,Female,30,United-States,<=50K
32,Private,HS-grad,9,Married,Exec-managerial,White,Male,40,United-States,>50K
31,?,Some-college,10,Single,?,Black,Female,40,United-States,<=50K
19,Private,HS-grad,9,Single,Adm-clerical,White,Male,25,United-States,<=50K
50,Private,Masters,14,Married,Exec-managerial,White,Female,35,United-States,<=50K
33,Private,HS-grad,9,Married,Exec-managerial,White,Male,50,United-States,<=50K
25,?,Bachelors,13,Single,?,White,Male,20,United-States,<=50K
49,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
30,Private,Some-college,10,Married,Transport-moving,White,Male,40,United-States,<=50K
23,Private,Bachelors,13,Single,Sales,White,Male,40,United-States,<=50K
44,Private,Doctorate,16,Married,Exec-managerial,White,Female,32,United-States,>50K
24,Private,Assoc-voc,11,Single,Sales,White,Male,5,United-States,<=50K
28,Private,Assoc-voc,11,Single,Adm-clerical,Brown,Female,45,United-States,<=50K
56,Private,HS-grad,9,Married,Adm-clerical,White,Female,40,United-States,<=50K
38,Private,HS-grad,9,Single,Adm-clerical,White,Female,38,United-States,<=50K
20,Private,Some-college,10,Single,Adm-clerical,White,Female,20,United-States,<=50K
82,Private,HS-grad,9,Devorced,Exec-managerial,White,Female,18,United-States,<=50K
52,Federal-gov,Bachelors,13,Married,Protective-serv,White,Male,60,United-States,>50K
32,Private,Some-college,10,Single,Craft-repair,Black,Male,40,United-States,<=50K
37,Private,Assoc-voc,11,Married,Prof-specialty,White,Female,32,United-States,<=50K
36,Private,Bachelors,13,Married,Prof-specialty,White,Male,40,United-States,>50K
39,Private,Bachelors,13,Married,Adm-clerical,White,Male,40,United-States,>50K
30,Private,HS-grad,9,Married,Craft-repair,Brown,Male,40,United-States,<=50K
49,Local-gov,HS-grad,9,Married,Protective-serv,White,Male,56,United-States,<=50K
40,Local-gov,Assoc-voc,11,Married,Exec-managerial,White,Female,40,United-States,<=50K
42,Private,11th,7,Married,Transport-moving,White,Male,45,United-States,<=50K
35,Private,Bachelors,13,Single,Prof-specialty,White,Male,40,United-States,<=50K
39,Private,HS-grad,9,Married,Other-service,White,Female,81,United-States,<=50K
32,Local-gov,Assoc-voc,11,Married,Craft-repair,White,Male,40,United-States,<=50K
22,Private,11th,7,Single,Craft-repair,White,Male,50,United-States,<=50K
53,Local-gov,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
25,Private,HS-grad,9,Single,Adm-clerical,White,Male,40,United-States,<=50K
17,Never-worked,10th,6,Single,?,White,Male,30,United-States,<=50K
44,Private,HS-grad,9,Married,Craft-repair,White,Male,70,United-States,>50K
52,Private,Masters,14,Married,Prof-specialty,White,Male,40,United-States,>50K
42,State-gov,HS-grad,9,Married,Transport-moving,Brown,Male,40,United-States,<=50K
34,Private,11th,7,Married,Transport-moving,White,Male,50,United-States,<=50K
27,Private,Some-college,10,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Single,Machine-op-inspct,Black,Male,40,United-States,<=50K
39,State-gov,Masters,14,Married,Prof-specialty,Brown,Female,38,United-States,>50K
26,Private,HS-grad,9,Married,Prof-specialty,White,Male,40,United-States,<=50K
48,Private,Masters,14,Married,Exec-managerial,White,Female,38,United-States,>50K
57,Private,HS-grad,9,Married,Sales,White,Female,28,United-States,<=50K
36,Self-emp-not-inc,Assoc-voc,11,Married,Exec-managerial,White,Male,48,United-States,<=50K
27,Private,Bachelors,13,Single,Sales,White,Female,40,United-States,<=50K
17,Private,11th,7,Single,Handlers-cleaners,White,Male,15,United-States,<=50K
30,Private,5th-6th,3,Married,Craft-repair,White,Male,40,Mexico,<=50K
37,Private,Assoc-voc,11,Married,Adm-clerical,Black,Female,48,United-States,>50K
31,Local-gov,Bachelors,13,Single,Sales,White,Female,40,United-States,<=50K
23,Private,Assoc-acdm,12,Single,Adm-clerical,White,Female,20,United-States,<=50K
32,Private,10th,6,Single,Craft-repair,White,Male,45,United-States,<=50K
58,Private,HS-grad,9,Married,Sales,White,Male,40,United-States,>50K
31,Private,HS-grad,9,Single,Other-service,White,Female,8,United-States,<=50K
44,Private,Bachelors,13,Married,Exec-managerial,Black,Male,40,United-States,>50K
39,Federal-gov,Bachelors,13,Married,Tech-support,Black,Female,40,United-States,<=50K
59,Private,HS-grad,9,Married,Craft-repair,White,Male,45,United-States,>50K
42,Private,Bachelors,13,Married,Transport-moving,White,Male,48,United-States,>50K
45,Private,HS-grad,9,Married,Adm-clerical,White,Male,35,United-States,<=50K
20,Private,HS-grad,9,Single,Craft-repair,White,Male,35,United-States,<=50K
35,Private,HS-grad,9,Married,Adm-clerical,White,Male,40,United-States,<=50K
50,Private,Assoc-acdm,12,Married,Tech-support,Black,Male,40,United-States,<=50K
56,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,28,United-States,<=50K
48,Private,Assoc-voc,11,Married,Sales,White,Male,40,United-States,>50K
58,Self-emp-not-inc,Masters,14,Devorced,Other-service,White,Female,15,United-States,<=50K
32,Private,Assoc-voc,11,Married,Craft-repair,White,Male,50,United-States,<=50K
23,Private,Some-college,10,Single,Sales,White,Female,12,United-States,<=50K
48,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married,Protective-serv,White,Male,70,United-States,<=50K
48,Private,Bachelors,13,Single,Prof-specialty,White,Female,45,Mexico,<=50K
55,Private,HS-grad,9,Devorced,Other-service,White,Female,35,Italy,<=50K
40,Local-gov,Assoc-voc,11,Single,Exec-managerial,Brown,Female,40,United-States,<=50K
50,Private,Some-college,10,Married,Prof-specialty,White,Male,40,United-States,<=50K
52,Self-emp-not-inc,10th,6,Married,Craft-repair,White,Male,35,United-States,<=50K
19,Private,HS-grad,9,Single,Other-service,White,Female,30,United-States,<=50K
55,Self-emp-not-inc,10th,6,Married,Sales,White,Male,50,United-States,>50K
36,Self-emp-not-inc,Prof-school,15,Married,Sales,White,Male,30,United-States,>50K
39,Private,Bachelors,13,Married,Prof-specialty,Brown,Female,40,Philippines,>50K
22,Private,Some-college,10,Single,Adm-clerical,White,Female,40,United-States,<=50K
44,Private,Bachelors,13,Married,Exec-managerial,White,Male,50,United-States,>50K
34,Private,HS-grad,9,Married,Craft-repair,White,Male,38,United-States,<=50K
33,Private,Some-college,10,Married,Other-service,White,Male,50,United-States,<=50K
55,Private,Masters,14,Married,Prof-specialty,White,Female,40,United-States,>50K
35,Private,Masters,14,Married,Exec-managerial,White,Male,45,United-States,>50K
50,Private,11th,7,Devorced,Machine-op-inspct,White,Female,40,United-States,<=50K
43,Private,Some-college,10,Married,Adm-clerical,Black,Female,40,United-States,<=50K
29,Private,Assoc-voc,11,Single,Tech-support,White,Male,40,United-States,<=50K
56,Private,Some-college,10,Married,Transport-moving,Black,Male,40,United-States,<=50K
33,Private,Bachelors,13,Married,Prof-specialty,White,Male,40,United-States,>50K
24,Private,HS-grad,9,Married,Sales,White,Male,50,United-States,<=50K
46,Private,Assoc-voc,11,Married,Sales,White,Female,40,United-States,<=50K
60,Self-emp-inc,HS-grad,9,Married,Adm-clerical,White,Female,15,United-States,>50K
48,Self-emp-inc,Masters,14,Married,Other-service,White,Male,40,United-States,<=50K
65,Local-gov,11th,7,Married,Transport-moving,White,Male,35,United-States,<=50K
29,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married,Transport-moving,White,Male,43,United-States,<=50K
44,Private,Prof-school,15,Married,Prof-specialty,White,Male,50,United-States,>50K
73,Self-emp-not-inc,Some-college,10,Married,Sales,White,Male,6,United-States,>50K
21,Private,Some-college,10,Single,Tech-support,White,Female,50,United-States,<=50K
32,Self-emp-inc,HS-grad,9,Married,Farming-fishing,White,Male,55,United-States,>50K
43,Federal-gov,Masters,14,Married,Protective-serv,White,Male,35,United-States,>50K
21,Private,HS-grad,9,Single,Craft-repair,Black,Male,32,United-States,<=50K
30,Private,Some-college,10,Married,Transport-moving,White,Male,20,United-States,<=50K
54,Private,Bachelors,13,Married,Tech-support,White,Male,48,United-States,<=50K
19,Private,Some-college,10,Single,Other-service,White,Female,15,United-States,<=50K
55,State-gov,Some-college,10,Married,Adm-clerical,White,Female,37,United-States,<=50K
20,Private,Some-college,10,Single,Sales,White,Female,28,United-States,<=50K
53,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,Greece,<=50K
51,Private,Masters,14,Single,Prof-specialty,White,Male,55,United-States,>50K
33,Private,HS-grad,9,Married,Transport-moving,White,Male,40,United-States,<=50K
62,Private,Some-college,10,Devorced,Priv-house-serv,White,Female,40,United-States,<=50K
24,Self-emp-not-inc,HS-grad,9,Single,Other-service,White,Male,30,United-States,<=50K
17,Self-emp-inc,9th,5,Single,Sales,White,Female,40,United-States,<=50K
26,Private,Some-college,10,Single,Adm-clerical,White,Female,45,United-States,<=50K
36,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
32,Private,10th,6,Married,Exec-managerial,White,Female,35,United-States,<=50K
58,Private,Doctorate,16,Married,Prof-specialty,White,Male,50,United-States,>50K
38,Private,Bachelors,13,Married,Tech-support,White,Male,40,United-States,>50K
72,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,?,<=50K
26,Federal-gov,HS-grad,9,Married,Adm-clerical,White,Female,40,United-States,<=50K
45,?,HS-grad,9,Devorced,?,White,Female,38,United-States,<=50K
72,?,Assoc-voc,11,Devorced,?,White,Female,30,United-States,<=50K
60,Private,Some-college,10,Married,Exec-managerial,White,Male,40,United-States,>50K
27,Private,HS-grad,9,Married,Sales,White,Male,50,Guatemala,<=50K
38,Private,Assoc-voc,11,Married,Machine-op-inspct,White,Male,48,United-States,>50K
37,Self-emp-inc,Some-college,10,Married,Sales,White,Male,44,United-States,>50K
28,Private,Some-college,10,Single,Adm-clerical,White,Male,40,United-States,<=50K
38,Self-emp-inc,Bachelors,13,Married,Sales,White,Male,40,United-States,>50K
29,Private,HS-grad,9,Married,Sales,White,Male,60,United-States,>50K
19,Private,HS-grad,9,Single,Other-service,White,Female,40,United-States,<=50K
28,Private,Bachelors,13,Single,Handlers-cleaners,White,Male,25,United-States,<=50K
70,?,Bachelors,13,Married,?,White,Female,7,United-States,<=50K
40,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,50,United-States,>50K
26,Private,Assoc-voc,11,Married,Craft-repair,White,Male,40,United-States,<=50K
43,Private,Assoc-acdm,12,Married,Sales,Black,Male,60,United-States,<=50K
29,Private,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,>50K
25,Federal-gov,Some-college,10,Married,Protective-serv,Black,Male,40,United-States,<=50K
29,Private,HS-grad,9,Married,Machine-op-inspct,Black,Male,40,United-States,>50K
60,Private,1st-4th,2,Married,Craft-repair,Brown,Male,38,Dominican-Republic,<=50K
31,Private,Bachelors,13,Married,Adm-clerical,White,Female,40,United-States,<=50K
51,Local-gov,7th-8th,4,Married,Transport-moving,White,Male,40,United-States,<=50K
18,Private,Some-college,10,Single,Adm-clerical,White,Female,15,United-States,<=50K
36,Private,Bachelors,13,Married,Tech-support,White,Male,20,United-States,<=50K
35,Private,Bachelors,13,Married,Adm-clerical,Brown,Male,40,Philippines,>50K
48,Private,Bachelors,13,Married,Adm-clerical,White,Male,38,United-States,>50K
78,Self-emp-not-inc,7th-8th,4,Married,Farming-fishing,White,Male,25,United-States,<=50K
72,Private,Bachelors,13,Married,Protective-serv,White,Male,17,United-States,<=50K
24,Private,Some-college,10,Single,Exec-managerial,White,Male,40,United-States,<=50K
58,?,11th,7,Married,?,White,Male,16,United-States,<=50K
36,Private,11th,7,Single,Protective-serv,Black,Male,40,United-States,>50K
48,Private,Some-college,10,Married,Handlers-cleaners,White,Male,30,United-States,<=50K
28,Private,HS-grad,9,Married,Adm-clerical,White,Female,40,United-States,<=50K
26,Private,Masters,14,Single,Other-service,White,Female,40,United-States,<=50K
29,Private,Bachelors,13,Single,Sales,White,Female,60,United-States,<=50K
47,Private,5th-6th,3,Married,Other-service,Black,Male,40,Jamaica,<=50K
50,Private,Bachelors,13,Married,Exec-managerial,White,Female,50,United-States,>50K
35,Federal-gov,5th-6th,3,Single,Craft-repair,White,Male,40,Mexico,<=50K
17,Private,11th,7,Single,Transport-moving,White,Male,20,United-States,<=50K
41,Private,Some-college,10,Married,Craft-repair,White,Male,48,United-States,>50K
37,Private,HS-grad,9,Married,Transport-moving,White,Male,42,United-States,<=50K
35,Local-gov,HS-grad,9,Married,Other-service,Brown,Male,40,United-States,<=50K
56,Private,7th-8th,4,Married,Craft-repair,White,Male,40,Portugal,<=50K
23,Private,Some-college,10,Married,Transport-moving,White,Male,40,United-States,<=50K
33,Private,Assoc-acdm,12,Married,Prof-specialty,White,Female,32,United-States,<=50K
79,Self-emp-inc,HS-grad,9,Married,Exec-managerial,White,Male,40,United-States,>50K
28,Private,Bachelors,13,Single,Prof-specialty,Black,Male,40,United-States,<=50K
55,Private,11th,7,Married,Sales,White,Female,20,United-States,<=50K
59,State-gov,Masters,14,Married,Prof-specialty,White,Male,50,United-States,<=50K
22,Private,Bachelors,13,Single,Prof-specialty,White,Female,40,United-States,<=50K
19,Private,11th,7,Single,Sales,Brown,Female,19,Philippines,<=50K
41,Private,5th-6th,3,Married,Farming-fishing,White,Male,35,Mexico,<=50K
32,Private,Assoc-voc,11,Married,Adm-clerical,White,Male,40,Italy,<=50K
67,?,7th-8th,4,Married,?,White,Male,40,United-States,<=50K
45,Private,HS-grad,9,Married,Other-service,White,Female,35,United-States,<=50K
61,Private,5th-6th,3,Married,Farming-fishing,White,Female,45,Mexico,<=50K
34,Private,Bachelors,13,Single,Sales,White,Female,40,United-States,<=50K
43,Self-emp-not-inc,Assoc-voc,11,Married,Craft-repair,White,Male,40,United-States,<=50K
38,Private,Bachelors,13,Married,Adm-clerical,White,Male,50,United-States,>50K
35,Private,Doctorate,16,Married,Prof-specialty,White,Male,60,United-States,<=50K
65,Private,HS-grad,9,Married,Protective-serv,White,Male,20,United-States,<=50K
24,Private,Bachelors,13,Married,Exec-managerial,White,Male,55,England,>50K
37,Private,HS-grad,9,Married,Adm-clerical,White,Male,40,United-States,<=50K
34,Self-emp-not-inc,Some-college,10,Married,Farming-fishing,White,Male,50,United-States,<=50K
42,Private,HS-grad,9,Married,Transport-moving,White,Male,60,United-States,>50K
18,Private,7th-8th,4,Single,Other-service,White,Female,40,United-States,<=50K
43,Federal-gov,Some-college,10,Devorced,Exec-managerial,Brown,Female,15,United-States,<=50K
31,Private,Some-college,10,Married,Other-service,White,Male,40,United-States,>50K
19,Private,Some-college,10,Single,Sales,White,Female,20,United-States,<=50K
40,Self-emp-inc,Some-college,10,Married,Exec-managerial,Brown,Male,50,China,<=50K
32,Private,Bachelors,13,Married,Prof-specialty,White,Male,40,United-States,<=50K
47,Private,Some-college,10,Married,Exec-managerial,White,Male,40,United-States,>50K
32,Local-gov,Some-college,10,Married,Transport-moving,White,Male,40,United-States,<=50K
46,Self-emp-inc,Doctorate,16,Married,Prof-specialty,White,Male,35,United-States,<=50K
40,Private,Bachelors,13,Married,Exec-managerial,White,Male,65,United-States,>50K
36,Private,Bachelors,13,Single,Craft-repair,White,Male,35,United-States,<=50K
33,Private,Assoc-voc,11,Married,Sales,White,Male,36,United-States,<=50K
23,State-gov,5th-6th,3,Single,Transport-moving,White,Male,35,United-States,<=50K
21,Private,10th,6,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
40,Private,HS-grad,9,Married,Other-service,Black,Female,32,United-States,<=50K
53,State-gov,Doctorate,16,Married,Prof-specialty,White,Male,50,United-States,>50K
20,?,Some-college,10,Single,?,White,Male,15,United-States,<=50K
53,Self-emp-not-inc,Some-college,10,Married,Transport-moving,White,Male,72,United-States,<=50K
58,Private,9th,5,Married,Handlers-cleaners,Black,Male,60,United-States,<=50K
51,Private,HS-grad,9,Married,Sales,White,Male,55,United-States,>50K
31,Private,HS-grad,9,Married,Other-service,White,Male,65,United-States,<=50K
35,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
23,?,11th,7,Single,?,Brown,Male,40,United-States,<=50K
31,Local-gov,Some-college,10,Married,Adm-clerical,White,Female,35,United-States,<=50K
21,Private,Some-college,10,Single,Other-service,White,Female,35,United-States,<=50K
39,Self-emp-not-inc,Masters,14,Married,Craft-repair,White,Male,55,United-States,>50K
36,Private,Prof-school,15,Married,Prof-specialty,White,Female,45,United-States,>50K
51,Private,10th,6,Married,Craft-repair,White,Male,40,United-States,>50K
18,Private,11th,7,Single,Other-service,White,Male,12,United-States,<=50K
32,Private,Some-college,10,Married,Adm-clerical,White,Male,48,United-States,<=50K
56,Private,Bachelors,13,Married,Other-service,White,Female,32,United-States,<=50K
35,Private,Assoc-acdm,12,Single,Protective-serv,White,Male,40,United-States,<=50K
63,Private,12th,8,Devorced,Sales,White,Female,40,United-States,<=50K
61,Private,HS-grad,9,Married,Exec-managerial,White,Male,50,United-States,>50K
23,Private,Some-college,10,Single,Other-service,White,Male,40,United-States,<=50K
52,Local-gov,Masters,14,Married,Prof-specialty,White,Male,50,United-States,>50K
19,Private,HS-grad,9,Single,Sales,White,Male,50,United-States,<=50K
33,State-gov,Masters,14,Married,Prof-specialty,White,Male,50,United-States,>50K
35,Private,Bachelors,13,Married,Sales,Black,Male,50,United-States,<=50K
35,Private,HS-grad,9,Married,Transport-moving,White,Female,60,United-States,>50K
38,Private,Prof-school,15,Married,Prof-specialty,White,Female,40,United-States,<=50K
23,Private,Bachelors,13,Single,Adm-clerical,White,Female,60,United-States,<=50K
22,Private,Assoc-voc,11,Married,Tech-support,White,Male,60,United-States,<=50K
20,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
19,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married,Machine-op-inspct,Black,Male,40,United-States,>50K
59,Private,11th,7,Married,Craft-repair,White,Male,40,United-States,<=50K
38,Private,HS-grad,9,Single,Sales,White,Female,40,United-States,<=50K
36,Private,HS-grad,9,Married,Other-service,White,Male,50,United-States,<=50K
27,Private,5th-6th,3,Single,Other-service,White,Male,40,Mexico,<=50K
24,Private,Assoc-voc,11,Married,Transport-moving,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Single,Other-service,Black,Female,35,Jamaica,<=50K
22,State-gov,Some-college,10,Single,Other-service,Black,Male,39,Haiti,<=50K
37,Private,HS-grad,9,Married,Transport-moving,White,Male,52,United-States,<=50K
36,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,>50K
28,Private,HS-grad,9,Married,Other-service,White,Female,25,United-States,<=50K
55,Private,HS-grad,9,Married,Sales,White,Female,50,United-States,<=50K
29,?,5th-6th,3,Married,?,White,Female,40,United-States,<=50K
32,Private,Bachelors,13,Married,Sales,White,Male,44,United-States,<=50K
66,?,Some-college,10,Married,?,White,Female,35,United-States,<=50K
47,Local-gov,Some-college,10,Married,Craft-repair,White,Male,45,United-States,<=50K
23,Private,Bachelors,13,Single,Other-service,White,Female,40,United-States,<=50K
50,Local-gov,Masters,14,Married,Prof-specialty,White,Female,45,United-States,<=50K
40,Self-emp-not-inc,HS-grad,9,Married,Farming-fishing,White,Male,84,United-States,<=50K
51,Private,HS-grad,9,Single,Machine-op-inspct,White,Female,40,United-States,<=50K
34,Private,HS-grad,9,Single,Prof-specialty,White,Female,45,United-States,<=50K
28,Private,Bachelors,13,Single,Protective-serv,White,Female,40,United-States,<=50K
52,State-gov,Doctorate,16,Married,Prof-specialty,White,Male,70,Germany,>50K
39,Self-emp-inc,HS-grad,9,Married,Exec-managerial,White,Male,60,United-States,>50K
43,Private,Bachelors,13,Married,Adm-clerical,White,Male,40,United-States,>50K
36,Private,Bachelors,13,Single,Prof-specialty,White,Female,35,United-States,>50K
25,Private,Bachelors,13,Single,Prof-specialty,White,Female,15,United-States,<=50K
42,Private,Some-college,10,Married,Adm-clerical,White,Female,38,United-States,<=50K
35,Private,Some-college,10,Married,Transport-moving,White,Male,40,Germany,<=50K
43,Private,Masters,14,Married,Exec-managerial,White,Male,53,United-States,>50K
34,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
50,State-gov,Bachelors,13,Married,Exec-managerial,White,Male,38,United-States,>50K
30,Private,Some-college,10,Married,Transport-moving,White,Male,60,United-States,<=50K
44,Private,Masters,14,Married,Prof-specialty,White,Male,44,United-States,>50K
52,Private,Assoc-voc,11,Married,Craft-repair,White,Male,40,United-States,<=50K
35,Private,Assoc-acdm,12,Married,Sales,White,Male,60,United-States,<=50K
36,Private,Assoc-voc,11,Married,Prof-specialty,White,Male,40,United-States,>50K
30,Private,Bachelors,13,Single,Exec-managerial,Brown,Female,52,Taiwan,<=50K
36,Self-emp-inc,Bachelors,13,Married,Sales,White,Male,45,United-States,>50K
39,Private,Bachelors,13,Single,Exec-managerial,White,Female,40,United-States,<=50K
25,Private,1st-4th,2,Married,Farming-fishing,White,Male,96,Mexico,<=50K
26,Private,Bachelors,13,Single,Tech-support,White,Male,40,United-States,<=50K
20,Private,HS-grad,9,Single,Sales,Black,Female,20,United-States,<=50K
20,Private,Some-college,10,Single,Protective-serv,White,Male,40,United-States,<=50K
70,?,5th-6th,3,Married,?,White,Male,20,United-States,<=50K
26,Private,HS-grad,9,Single,Transport-moving,White,Male,50,United-States,<=50K
24,Private,Some-college,10,Single,Adm-clerical,Black,Female,35,United-States,<=50K
48,Private,Bachelors,13,Married,Tech-support,White,Male,40,United-States,>50K
62,Private,HS-grad,9,Married,Priv-house-serv,Black,Female,99,United-States,<=50K
48,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
52,Private,Bachelors,13,Married,Sales,White,Male,40,United-States,>50K
25,Private,Bachelors,13,Single,Sales,White,Male,44,United-States,<=50K
58,Private,5th-6th,3,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
40,Federal-gov,Bachelors,13,Single,Prof-specialty,White,Female,45,United-States,<=50K
29,?,Some-college,10,Married,?,White,Female,40,United-States,<=50K
45,Self-emp-inc,7th-8th,4,Married,Exec-managerial,White,Male,52,?,<=50K
19,Private,Some-college,10,Single,Other-service,White,Female,20,United-States,<=50K
37,Private,11th,7,Single,Handlers-cleaners,Black,Male,40,United-States,<=50K
23,Private,11th,7,Married,Machine-op-inspct,White,Male,40,Puerto-Rico,<=50K
31,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,60,United-States,<=50K
64,Self-emp-not-inc,7th-8th,4,Married,Craft-repair,White,Male,20,United-States,<=50K
28,Local-gov,Some-college,10,Single,Adm-clerical,White,Female,16,United-States,<=50K
32,Private,HS-grad,9,Single,Craft-repair,White,Male,40,United-States,<=50K
49,Local-gov,Some-college,10,Married,Adm-clerical,White,Female,44,United-States,<=50K
35,Private,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,>50K
19,?,Some-college,10,Single,?,White,Female,35,United-States,<=50K
45,Private,Doctorate,16,Married,Exec-managerial,White,Male,45,United-States,>50K
39,Private,12th,8,Married,Transport-moving,White,Male,70,United-States,>50K
55,Private,Some-college,10,Single,Adm-clerical,Black,Female,45,?,<=50K
46,Self-emp-not-inc,Bachelors,13,Married,Other-service,Brown,Female,60,South,>50K
19,Private,Some-college,10,Single,Adm-clerical,White,Female,16,United-States,<=50K
29,Private,HS-grad,9,Married,Machine-op-inspct,White,Female,40,Scotland,<=50K
25,State-gov,HS-grad,9,Married,Protective-serv,White,Male,35,United-States,<=50K
37,Private,Bachelors,13,Single,Adm-clerical,White,Female,40,United-States,<=50K
30,Private,HS-grad,9,Single,Adm-clerical,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married,Machine-op-inspct,Brown,Male,40,Philippines,<=50K
36,Federal-gov,Some-college,10,Married,Adm-clerical,Black,Female,56,United-States,<=50K
32,Private,Some-college,10,Single,Exec-managerial,Black,Female,35,United-States,<=50K
34,Private,11th,7,Single,Machine-op-inspct,White,Male,40,United-States,<=50K
34,Private,HS-grad,9,Single,Adm-clerical,White,Female,36,United-States,<=50K
20,Private,Some-college,10,Single,Sales,White,Female,40,United-States,<=50K
27,Self-emp-inc,Masters,14,Single,Transport-moving,White,Male,40,United-States,<=50K
36,Federal-gov,HS-grad,9,Married,Adm-clerical,White,Female,40,United-States,<=50K
